qid,answer_1,answer_2,answer_3,answer_4,prompt_tokens,completion_tokens,total_tokens
summary,,,,,443427,121220,564647
fc_b_001,5.55%,5.36%,7.68%,7.35%,3687,1381,5068
fc_b_002,A,,,,3357,699,4056
fc_b_003,BD,,,,5254,1053,6307
fc_b_004,ABC,,,,5240,1053,6293
fc_b_005,1468.47%,740.58%,,,8575,4635,13210
fc_b_006,B,,,,5260,1063,6323
fc_b_007,B,,,,3500,625,4125
fc_b_008,C,,,,3521,625,4146
fc_b_009,B,,,,3502,625,4127
fc_b_010,A,,,,3325,699,4024
fc_b_011,ABC,,,,5253,1053,6306
fc_b_012,BCD,,,,3434,615,4049
fc_b_013,A,,,,3245,699,3944
fc_b_014,14.41,,,,3554,1332,4886
fc_b_015,BCD,,,,3331,699,4030
fc_b_016,C,,,,3779,237,4016
fc_b_017,BC,,,,3304,699,4003
fc_b_018,A,,,,3451,615,4066
fc_b_019,D,,,,5182,1053,6235
fc_b_020,2.30,,,,2929,1500,4429
fin_b_001,ACD,,,,5230,1017,6247
fin_b_002,BCD,,,,5225,1017,6242
fin_b_003,ABCD,,,,5190,1039,6229
fin_b_004,AB,,,,5227,1061,6288
fin_b_005,ACD,,,,6369,798,7167
fin_b_006,BC,,,,7443,1188,8631
fin_b_007,ABD,,,,6390,767,7157
fin_b_008,AC,,,,7443,1199,8642
fin_b_009,BCD,,,,6376,798,7174
fin_b_010,AD,,,,5231,1017,6248
fin_b_011,ABC,,,,6398,799,7197
fin_b_012,ABD,,,,6328,764,7092
fin_b_013,40.05,10.10,,,8690,4824,13514
fin_b_014,,,,,11158,9692,20850
fin_b_015,宁德时代>美的集团,19.75,,,9267,4554,13821
fin_b_016,宁德时代>美的集团>招商银行>中国建筑,66.85,,,4503,1606,6109
fin_b_017,1049322.04,0.08,,,8803,4477,13280
fin_b_018,2.58,7.65,,,3778,1471,5249
fin_b_019,宁德时代>美的集团>比亚迪,1.10,,,8571,7217,15788
fin_b_020,112.33,112.31,0.02,,3650,1611,5261
ins_b_001,332.30,,,,4433,1502,5935
ins_b_002,A,,,,4183,635,4818
ins_b_003,322.00,,,,3118,1620,4738
ins_b_004,A,,,,4137,639,4776
ins_b_005,B,,,,2691,559,3250
ins_b_006,BD,,,,4085,639,4724
ins_b_007,BC,,,,3756,510,4266
ins_b_008,ABCD,,,,4098,640,4738
ins_b_009,BC,,,,2712,559,3271
ins_b_010,A,,,,3747,510,4257
ins_b_011,16.00,,,,3302,1462,4764
ins_b_012,BD,,,,3764,505,4269
ins_b_013,BD,,,,3810,504,4314
ins_b_014,AC,,,,2749,551,3300
ins_b_015,AC,,,,2676,560,3236
ins_b_016,A,,,,3765,510,4275
ins_b_017,AC,,,,4068,637,4705
ins_b_018,60.00,,,,2918,1398,4316
ins_b_019,211.50,,,,4407,1519,5926
ins_b_020,ACD,,,,2714,559,3273
reg_b_001,A,,,,3462,575,4037
reg_b_003,2026年3月30日,,,,3377,1321,4698
reg_b_004,20260630.00,,,,6365,4445,10810
reg_b_005,BC,,,,3326,249,3575
reg_b_007,30.00,,,,3418,1366,4784
reg_b_008,BC,,,,3368,260,3628
reg_b_009,BC,,,,3328,360,3688
reg_b_013,B,,,,3069,238,3307
reg_b_014,99.25,,,,3517,1866,5383
reg_b_015,AC,,,,3393,517,3910
reg_b_016,2.00,,,,4000,1371,5371
reg_b_017,AC,,,,3440,360,3800
reg_b_018,20260401.00,,,,6791,4029,10820
reg_b_020,B,,,,3080,238,3318
reg_b_021,B,,,,3328,561,3889
reg_b_023,AB,,,,3244,360,3604
reg_b_024,B,,,,3495,509,4004
reg_b_025,AC,,,,3321,348,3669
reg_b_026,B,,,,3145,238,3383
reg_b_027,BD,,,,3399,517,3916
res_b_001,AB,,,,5446,1111,6557
res_b_002,AC,,,,5451,621,6072
res_b_003,AB,,,,5397,621,6018
res_b_004,BD,,,,3469,540,4009
res_b_005,22.19,,,,3929,1838,5767
res_b_006,AB,,,,3470,547,4017
res_b_007,61.98,,,,3342,1606,4948
res_b_008,AC,,,,3718,904,4622
res_b_009,ABC,,,,5382,1104,6486
res_b_010,AC,,,,3483,547,4030
res_b_011,BC,,,,3737,897,4634
res_b_012,67.10,,,,3338,1579,4917
res_b_013,AB,,,,3451,547,3998
res_b_014,CD,,,,3718,904,4622
res_b_015,B,,,,5397,621,6018
res_b_016,BD,,,,3737,897,4634
res_b_017,AC,,,,3499,554,4053
res_b_018,ACD,,,,5418,635,6053
res_b_019,AB,,,,3720,904,4624
res_b_020,BD,,,,5373,621,5994
